Date,Open,High,Low,Close,Volume,Day,Weekday,Week,Month,Year
10/7/1999,84.75337771,84.84308492,83.88620802,84.12542725,6535600,7,3,40,10,1999
10/8/1999,84.04565478,85.40122986,83.71672848,85.40122986,9674300,8,4,40,10,1999
10/11/1999,85.22184888,85.56074278,85.04243446,85.26171875,4282000,11,0,41,10,1999
10/12/1999,84.9228031,85.04241268,83.68683742,83.94599152,8686100,12,1,41,10,1999
10/13/1999,83.36789658,83.76659527,81.77310181,81.77310181,10469300,13,2,41,10,1999
10/14/1999,81.96251361,82.4110498,80.85612433,81.75319672,10562200,14,3,41,10,1999
10/15/1999,80.37764596,80.85608433,79.42076922,79.6599884,14238700,15,4,41,10,1999
10/18/1999,79.69986258,80.33778044,78.74298579,80.23810577,9758800,18,0,42,10,1999
10/19/1999,81.13516592,81.81295354,80.33776871,81.01555634,14392900,19,1,42,10,1999
10/20/1999,81.49399886,82.59042008,81.09530024,81.81295776,9759400,20,2,42,10,1999
10/21/1999,81.15509095,82.29138184,80.77632733,82.29138184,9105400,21,3,42,10,1999
10/22/1999,82.76982863,83.70677033,82.65021905,82.98911285,8309600,22,4,42,10,1999
10/25/1999,82.49077874,83.22837149,82.13194983,82.57051849,8114300,25,0,43,10,1999
10/26/1999,83.04893716,83.36789612,81.53388214,81.53388214,6256300,26,1,43,10,1999
10/27/1999,81.89273754,83.12870388,81.81299778,83.00909424,5433300,27,2,43,10,1999
10/28/1999,84.48426795,86.02922566,84.32478845,85.83984375,10509700,28,3,43,10,1999
10/29/1999,86.65713723,87.83329806,86.57739752,87.39472961,10988600,29,4,43,10,1999
11/1/1999,87.07576236,87.39472119,86.47771454,86.47771454,4006500,1,0,44,11,1999
11/2/1999,86.7368704,87.55420244,85.85973358,85.85973358,6516900,2,1,44,11,1999
11/3/1999,86.75683278,86.99605199,86.19865463,86.43787384,7222300,3,2,44,11,1999
11/4/1999,87.23527819,87.62400944,86.60732772,87.09573364,7907500,4,3,44,11,1999
11/5/1999,88.43136504,88.74035651,87.25520396,87.95292664,7431500,5,4,44,11,1999
11/8/1999,87.3947436,88.27188063,87.23526414,88.03266144,4649200,8,0,45,11,1999
11/9/1999,88.35162674,88.47123634,86.93624644,87.20536804,4533700,9,1,45,11,1999
11/10/1999,86.91629166,88.28183432,86.80664955,87.85323334,6405600,10,2,45,11,1999
11/11/1999,88.15222853,88.35157776,87.69372531,88.35157776,4794100,11,3,45,11,1999
11/12/1999,88.83011923,89.29859046,87.47454291,89.14907837,11802900,12,4,45,11,1999
11/15/1999,89.20884064,89.46799481,88.92975153,89.35835266,2187500,15,0,46,11,1999
11/16/1999,89.66732748,91.22225223,89.36830348,90.105896,7544800,16,1,46,11,1999
11/17/1999,90.74380666,91.18237514,90.14575872,90.34510803,9459000,17,2,46,11,1999
11/18/1999,90.86340739,91.22223612,90.34509923,90.98301697,4491000,18,3,46,11,1999
11/19/1999,90.8434545,91.20228316,90.58430047,90.90325928,4832100,19,4,46,11,1999
11/22/1999,90.86339637,91.22222505,90.26534857,90.8833313,4155400,22,0,47,11,1999
11/23/1999,91.12256917,91.12256917,89.54770962,90.08595276,5918000,23,1,47,11,1999
11/24/1999,89.78699029,90.86347729,89.30855162,90.56445313,4459700,24,2,47,11,1999
11/26/1999,90.88338551,91.14253971,90.1059229,90.22553253,1693900,26,4,47,11,1999
11/29/1999,89.86666243,90.53448257,89.58757341,89.90653229,7348600,29,0,48,11,1999
11/30/1999,89.78693264,90.78367923,88.67057646,88.84999084,7682000,30,1,48,11,1999
12/1/1999,88.86993479,89.62746227,88.67058545,89.56765747,6980200,1,2,48,12,1999
12/2/1999,89.70719734,90.18563573,89.54771788,90.105896,6698300,2,3,48,12,1999
12/3/1999,91.24218978,92.71737485,91.24218978,91.76049805,10045400,3,4,48,12,1999
12/6/1999,91.56111799,91.68072755,90.743786,91.08267975,3138900,6,0,49,12,1999
12/7/1999,91.40165938,91.42159432,90.18562858,90.34510803,10714200,7,1,49,12,1999
12/8/1999,90.16572758,90.62423117,89.62748424,89.76702881,4611400,8,2,49,12,1999
12/9/1999,90.46470522,90.72385929,88.9097808,90.20555115,6474700,9,3,49,12,1999
12/10/1999,90.76376997,91.10266391,89.86669779,90.50461578,5127300,10,4,49,12,1999
12/13/1999,90.22551681,91.04284916,90.12584214,90.66408539,4210800,13,0,50,12,1999
12/14/1999,90.34510432,90.8933149,89.70718655,89.78692627,5739000,14,1,50,12,1999
12/15/1999,89.54768539,90.71387854,89.32840121,90.26534271,6879100,15,2,50,12,1999
12/16/1999,90.70395526,91.00297929,90.0461024,90.66408539,5854900,16,3,50,12,1999
12/17/1999,91.44612304,91.6459616,90.84660737,91.24628448,4775400,17,4,50,12,1999
12/20/1999,91.16637739,91.56605462,90.22713589,90.5868454,4608700,20,0,51,12,1999
12/21/1999,90.54688965,92.12561493,90.38701873,91.96574402,7981300,21,1,51,12,1999
12/22/1999,91.84580359,92.205513,91.4261426,92.205513,5377500,22,2,51,12,1999
12/23/1999,92.73512058,93.67436218,92.72512865,93.67436218,5721700,23,3,51,12,1999
12/27/1999,93.68435115,93.86420592,92.76509344,93.54446411,2691000,27,0,52,12,1999
12/28/1999,93.28466608,93.68434332,93.03486781,93.4845047,4084500,28,1,52,12,1999
12/29/1999,93.56444399,93.88418579,92.92496039,93.88418579,3001000,29,2,52,12,1999
12/30/1999,94.08404957,94.36382372,93.48453354,93.77429962,3641300,30,3,52,12,1999
12/31/1999,93.90417995,94.32384111,93.52448653,93.92416382,3172700,31,4,52,12,1999
1/3/2000,94.80345351,94.80345351,92.00571247,93.0049057,8164300,3,0,1,1,2000
1/4/2000,91.78593829,92.12566417,89.29794584,89.3678894,8089800,4,1,1,1,2000
1/5/2000,89.48775749,90.50693471,87.7691449,89.52772522,12177900,5,2,1,1,2000
1/6/2000,89.28795309,90.48698558,88.08892059,88.08892059,6227200,6,3,1,1,2000
1/7/2000,89.72756476,93.20475769,89.56769382,93.20475769,8066500,7,4,1,1,2000
1/10/2000,93.52448273,93.94414387,92.74511204,93.52448273,5741700,10,0,2,1,2000
1/11/2000,93.24472557,93.42458038,91.76591938,92.40540314,7503700,11,1,2,1,2000
1/12/2000,92.46532368,92.46532368,91.36621134,91.4861145,6907700,12,2,2,1,2000
1/13/2000,92.38539489,93.20473324,91.62600812,92.72512054,5158300,13,3,2,1,2000
1/14/2000,93.70433389,94.30384978,93.34462435,93.98410797,7437300,14,4,2,1,2000
1/18/2000,92.94495486,93.76429331,92.84503553,93.24471283,6488500,18,1,3,1,2000
1/19/2000,92.92493061,94.00405884,92.72509205,94.00405884,6157900,19,2,3,1,2000
1/20/2000,93.98411624,93.98411624,91.9657459,92.56526184,5800100,20,3,3,1,2000
1/21/2000,93.0448381,93.0448381,92.12558068,92.36538696,6244800,21,4,3,1,2000
1/24/2000,93.14478476,93.26468794,89.14801219,89.74752808,7896900,24,0,4,1,2000
1/25/2000,89.85745013,90.766716,88.88823267,90.766716,9942500,25,1,4,1,2000
1/26/2000,90.16720544,90.51692311,89.58767332,90.04730225,5158100,26,2,4,1,2000
1/27/2000,90.70673015,90.94653644,88.32865108,89.68755341,10922700,27,3,4,1,2000
1/28/2000,89.16801529,89.56769263,86.67003189,86.88985443,11916200,28,4,4,1,2000
1/31/2000,86.84986144,89.31786832,86.33028105,89.2479248,10768700,31,0,5,1,2000
2/1/2000,89.36784094,90.60684053,88.58847024,90.12722778,8419900,1,1,5,2,2000
2/2/2000,90.347048,90.96654777,89.76751595,90.20716095,6205900,2,2,5,2,2000
2/3/2000,90.08724201,91.60601539,89.52769392,91.56604767,7997500,3,3,5,2,2000
2/4/2000,91.56606426,92.08564472,90.88661289,91.18637085,4925400,4,4,5,2,2000
2/7/2000,91.16635853,91.30624553,90.44693965,91.04645538,5845800,7,0,6,2,2000
2/8/2000,92.06564659,92.44533994,91.84582412,92.28546906,4936400,8,1,6,2,2000
2/9/2000,92.38540775,92.38540775,90.3370616,90.34705353,8511500,9,2,6,2,2000
2/10/2000,90.56686897,91.16638487,90.08725625,90.52690125,6690600,10,3,6,2,2000
2/11/2000,90.70678641,90.76673802,88.26875426,88.68841553,9849800,11,4,6,2,2000
2/14/2000,89.38783973,89.38783973,88.44859796,89.20798492,8528800,14,0,7,2,2000
2/15/2000,89.04806927,90.3070523,88.1188199,90.21712494,11078300,15,1,7,2,2000
2/16/2000,89.76751941,90.12722897,88.75833425,88.88822937,8845400,16,2,7,2,2000
2/17/2000,89.80752183,89.80752183,88.3886669,88.42863464,7584200,17,3,7,2,2000
2/18/2000,88.80827324,88.80827324,86.0904683,86.53011322,9409200,18,4,7,2,2000
2/22/2000,86.4502127,87.18961581,85.3910677,86.31032562,16415400,22,1,8,2,2000
2/23/2000,86.72995198,87.90899971,86.01053302,87.32946777,12119000,23,2,8,2,2000
2/24/2000,87.40941533,87.62923782,85.11127112,85.57089996,17375000,24,3,8,2,2000
2/25/2000,86.450225,87.42943467,85.13128953,85.26118469,10559900,25,4,8,2,2000
2/28/2000,85.29113307,87.40942269,84.87147192,87.04971313,13397800,28,0,9,2,2000
2/29/2000,87.00976313,87.88905334,86.80992445,87.88905334,8242500,29,1,9,2,2000
3/1/2000,88.00893062,88.88822057,87.74914041,88.52851105,6868000,1,2,9,3,2000
3/2/2000,88.68841269,88.96818687,87.82910631,88.58849335,7600200,2,3,9,3,2000
3/3/2000,89.80746356,90.62680179,89.34783479,90.24710846,12770300,3,4,9,3,2000
3/6/2000,90.04734116,90.38706703,88.7284054,89.3678894,11967100,6,0,10,3,2000
3/7/2000,89.52771162,89.62763094,86.47018039,87.63923645,20062000,7,1,10,3,2000
3/8/2000,87.26953715,88.1488272,86.35027938,87.52932739,11808500,8,2,10,3,2000
3/9/2000,87.7691292,90.08725739,87.04971011,90.08725739,5500900,9,3,10,3,2000
3/10/2000,89.64761849,90.80668266,89.22795732,89.60765076,7924600,10,4,10,3,2000
3/13/2000,87.409395,89.82744182,86.76991154,88.62841034,10540500,13,0,11,3,2000
3/14/2000,89.06808965,89.58767016,87.06970307,87.36946106,8263900,14,1,11,3,2000
3/15/2000,87.52933814,89.807499,87.0097576,89.40782166,10300800,15,2,11,3,2000
3/16/2000,90.56687106,93.90417633,90.08725833,93.58443451,25601400,16,3,11,3,2000
3/17/2000,93.48170193,94.88412781,93.24128607,94.20294952,10272900,17,4,11,3,2000
3/20/2000,94.16288463,94.46340448,92.82056266,93.72212219,12502300,20,0,12,3,2000
3/21/2000,93.3014367,96.00611653,92.64029275,95.64549255,13612600,21,1,12,3,2000
3/22/2000,95.88582091,96.70724144,95.32485079,96.22640991,8260000,22,2,12,3,2000
3/23/2000,95.62540432,98.39018659,95.62540432,97.86928558,11654500,23,3,12,3,2000
3/24/2000,98.00954728,99.85273582,97.26826493,98.45030975,11462900,24,4,12,3,2000
3/27/2000,98.33006407,98.59051453,97.32833155,97.40847015,8798600,27,0,13,3,2000
3/28/2000,96.96769629,98.07961925,96.54696868,96.8474884,6334400,28,1,13,3,2000
3/29/2000,97.16802819,97.75905022,95.94591485,96.94764709,6747500,29,2,13,3,2000
3/30/2000,96.2664573,97.3984146,94.32309698,95.3248291,9491900,30,3,13,3,2000
3/31/2000,95.92595222,97.64893298,95.16463514,96.40678406,9249100,31,4,13,3,2000
4/3/2000,96.24649525,96.96774292,95.32490099,96.96774292,8508200,3,0,14,4,2000
4/4/2000,97.28826949,98.08965556,90.64678239,96.24646759,19585500,4,1,14,4,2000
4/5/2000,94.80403661,96.68729515,94.64375928,95.64549255,8387200,5,2,14,4,2000
4/6/2000,96.32663064,97.24822486,95.52524436,96.47689056,6378500,6,3,14,4,2000
4/7/2000,97.16805975,97.52868348,96.4868816,97.08792114,6023600,7,4,14,4,2000
4/10/2000,97.28830339,98.15981105,96.36670908,96.70729828,9624200,10,0,15,4,2000
4/11/2000,96.16633783,97.20813982,95.12453584,96.42678833,9006400,11,1,15,4,2000
4/12/2000,96.40675871,96.90762508,93.70208031,93.78221893,10779200,12,2,15,4,2000
4/13/2000,94.54357362,94.9843362,92.17948342,92.48000336,12225800,13,3,15,4,2000
4/14/2000,91.43818966,91.55839762,85.58806885,87.19084167,29604000,14,4,15,4,2000
4/17/2000,86.66991548,90.23608398,86.34936101,90.23608398,23918200,17,0,16,4,2000
4/18/2000,90.11590659,92.62023926,89.61504006,92.62023926,11069200,18,1,16,4,2000
4/19/2000,92.64026063,93.0409538,91.37807715,91.75873566,6553700,19,2,16,4,2000
4/20/2000,92.03920092,92.27961677,91.27788406,92.19947815,8537600,20,3,16,4,2000
4/24/2000,90.71689181,91.87890146,90.07578303,91.19772339,12893100,24,0,17,4,2000
4/25/2000,92.72038271,94.98429871,92.60017478,94.98429871,14102000,25,1,17,4,2000
4/26/2000,94.86408347,95.3649498,93.60190031,93.91243744,7711100,26,2,17,4,2000
4/27/2000,91.67860141,94.46341907,91.67860141,93.60192871,15595300,27,3,17,4,2000
4/28/2000,94.24303397,94.79398708,93.00088514,93.0209198,8743400,28,4,17,4,2000
5/1/2000,93.9625342,95.19466551,93.50173712,94.28308868,7328300,1,0,18,5,2000
5/2/2000,93.28135084,94.32315287,92.39982605,92.39982605,9411900,2,1,18,5,2000
5/3/2000,92.31968806,92.31968806,89.61500969,90.23608398,12630700,3,2,18,5,2000
5/4/2000,91.0374595,91.267858,90.23607341,90.91725159,5963600,4,3,18,5,2000
5/5/2000,90.43641989,92.31967719,90.35628128,92.01915741,7862400,5,4,18,5,2000
5/8/2000,91.51832457,91.91901776,90.93731944,91.3279953,5064100,8,0,19,5,2000
5/9/2000,91.71866634,91.93904758,89.92556441,90.59672546,5620300,9,1,19,5,2000
5/10/2000,90.07575637,90.37627602,88.31270775,88.55312347,10293900,10,2,19,5,2000
5/11/2000,89.83540075,90.71692564,89.19429173,90.57668304,7091100,11,3,19,5,2000
5/12/2000,90.91727112,91.97910791,90.79706318,91.55838013,5960800,12,4,19,5,2000
5/15/2000,91.5182837,93.35145422,91.03745209,93.14109039,4441300,15,0,20,5,2000
5/16/2000,93.96255545,94.70383787,93.16116905,94.04269409,8192200,16,1,20,5,2000
5/17/2000,93.40156326,93.72211775,92.6202117,93.06097412,5907200,17,2,20,5,2000
5/18/2000,93.36143191,93.80219403,91.91893768,91.91893768,4325600,18,3,20,5,2000
5/19/2000,91.39809559,91.82884067,90.0157044,90.47650146,6518400,19,4,20,5,2000
5/22/2000,90.55664314,90.69688573,87.83192999,89.79532623,10839400,22,0,21,5,2000
5/23/2000,90.03573307,90.27614891,88.19254494,88.47303009,7979200,23,1,21,5,2000
5/24/2000,88.47302475,90.19600485,87.51136143,89.91551971,11081500,24,2,21,5,2000
5/25/2000,90.19603296,90.91728067,88.29274039,88.37287903,8278900,25,3,21,5,2000
5/26/2000,88.99393108,89.55490138,88.04228504,88.47303009,4814000,26,4,21,5,2000
5/30/2000,89.75522225,91.63847915,89.41463324,91.35799408,5362700,30,1,22,5,2000
5/31/2000,91.39810288,92.31969707,91.09758303,91.55838013,6056500,31,2,22,5,2000
6/1/2000,92.11932335,93.24126379,91.67856104,93.16112518,8961600,1,3,22,6,2000
6/2/2000,95.48513297,95.58530621,94.55352183,94.78392029,8962200,2,4,22,6,2000
6/5/2000,94.54350889,95.02434046,94.16285055,94.32312775,6998100,5,0,23,6,2000
6/6/2000,94.00260095,94.74388318,93.54180388,93.90242767,4858900,6,1,23,6,2000
6/7/2000,94.00259773,94.88412252,93.60190464,94.55355072,4919500,7,2,23,6,2000
6/8/2000,94.56355786,94.72383508,93.64196387,94.18289948,5723100,8,3,23,6,2000
6/9/2000,94.56354112,94.86406085,93.36146221,93.98253632,3085300,9,4,23,6,2000
6/12/2000,94.2229829,94.2229829,92.88066101,92.88066101,3678900,12,0,24,6,2000
6/13/2000,92.84058076,94.72383812,92.72037285,94.62366486,6558700,13,1,24,6,2000
6/14/2000,95.04437071,95.44506368,94.36319268,94.78392029,6420500,14,2,24,6,2000
6/15/2000,94.96426405,95.36495715,94.1428432,94.98429871,5881200,15,3,24,6,2000
6/16/2000,95.30831168,95.30831168,93.74192981,94.20381165,5567900,16,4,24,6,2000
6/19/2000,94.12350056,95.85053727,93.98292781,95.40873718,5106900,19,0,25,6,2000
6/20/2000,95.22801452,95.66981468,94.46490517,95.06735992,6480000,20,1,25,6,2000
6/21/2000,94.42474402,95.38867165,94.39462128,95.02719879,3115000,21,2,25,6,2000
6/22/2000,94.82634871,94.90667599,93.17963956,93.58127594,7490500,22,3,25,6,2000
6/23/2000,93.70180204,93.9026203,92.4567288,92.77803802,4863300,23,4,25,6,2000
6/26/2000,93.42064262,93.98293367,93.09933344,93.97289276,5201300,26,0,26,6,2000
6/27/2000,93.81225877,94.28418172,93.18972211,93.28009033,4159500,27,1,26,6,2000
6/28/2000,93.58129371,94.454853,93.38047548,93.54113007,5347700,28,2,26,6,2000
6/29/2000,93.01901987,93.66163832,92.22578773,92.657547,6345700,29,3,26,6,2000
6/30/2000,92.49687893,93.56121557,92.46675619,93.36039734,7420200,30,4,26,6,2000
7/3/2000,93.46078728,94.74602372,93.30013273,94.64561462,1436600,3,0,27,7,2000
7/5/2000,94.0632956,94.24403208,92.77805843,92.93871307,2748200,5,2,27,7,2000
7/6/2000,93.13950129,94.12351068,92.67761933,93.66162872,5963200,6,3,27,7,2000
7/7/2000,94.26407313,95.60955521,93.98292762,95.16775513,3034800,7,4,27,7,2000
7/10/2000,95.02717716,95.68987725,94.80627713,95.00709534,2816100,10,0,28,7,2000
7/11/2000,94.76613897,95.83047577,94.5653207,95.20793915,5431600,11,1,28,7,2000
7/12/2000,95.93092217,96.4731317,95.54936732,95.830513,5883000,12,2,28,7,2000
7/13/2000,96.38266802,96.6336907,95.87058176,96.25213623,5356000,13,3,28,7,2000
7/14/2000,96.67391741,97.19604492,96.18191263,97.19604492,5341900,14,4,28,7,2000
7/17/2000,97.02532133,97.66793963,96.83454403,97.03536224,4208300,17,0,29,7,2000
7/18/2000,96.79439188,96.79439188,95.9710371,96.24214172,4262100,18,1,29,7,2000
7/19/2000,96.05137473,96.3325203,95.26818351,95.46900177,8506800,19,2,29,7,2000
7/20/2000,95.75008018,96.79433441,95.62958931,96.79433441,4538900,20,3,29,7,2000
7/21/2000,96.23207731,96.23207731,94.90667725,94.90667725,5656900,21,4,29,7,2000
7/24/2000,95.18787222,95.65979522,94.18378075,94.36451721,5628500,24,0,30,7,2000
7/25/2000,94.94684066,95.00708611,94.32430427,94.66569519,4757100,25,1,30,7,2000
7/26/2000,94.44484555,94.56533653,93.59136778,93.74198151,12062500,26,2,30,7,2000
7/27/2000,93.78218078,94.2239812,92.97890728,93.4207077,7652600,27,3,30,7,2000
7/28/2000,93.641557,93.76204796,90.94055133,91.31206512,6229500,28,4,30,7,2000
7/31/2000,91.85427604,92.61738546,91.29198489,91.8944397,5265500,31,0,31,7,2000
8/1/2000,92.29607908,92.99894305,91.97476984,92.4567337,3946600,1,1,31,8,2000
8/2/2000,92.45675039,93.44076012,92.29609574,92.91863251,7439800,2,2,31,8,2000
8/3/2000,91.81411454,93.70180631,91.65345992,93.56123352,4607100,3,3,31,8,2000
8/4/2000,94.02309929,94.284163,93.4407264,94.06326294,3686600,4,4,31,8,2000
8/7/2000,94.28416127,95.38866156,94.06326121,95.18784332,4159800,7,0,32,8,2000
8/8/2000,94.78618441,95.62962079,94.78618441,95.54929352,3658700,8,1,32,8,2000
8/9/2000,95.8404611,95.89066564,94.70583857,94.7460022,5383800,9,2,32,8,2000
8/10/2000,94.8063072,95.01716639,94.0030341,94.28417969,4193400,10,3,32,8,2000
8/11/2000,94.22389143,95.10749144,93.54110961,94.72593689,5089400,11,4,32,8,2000
8/14/2000,94.96695009,96.11161411,94.50506812,95.93087769,2966700,14,0,33,8,2000
8/15/2000,95.9709929,96.27222012,95.46894753,95.85050201,5564600,15,1,33,8,2000
8/16/2000,95.95100139,96.35263806,95.00715521,95.50920105,5191600,16,2,33,8,2000
8/17/2000,95.54930199,96.67388393,95.32840196,96.51322937,5652200,17,3,33,8,2000
8/18/2000,96.63369446,96.63369446,95.8906673,96.19189453,4626400,18,4,33,8,2000
8/21/2000,96.41289143,96.8546918,96.01125472,96.71411896,2380600,21,0,34,8,2000
8/22/2000,96.75422399,97.23618775,96.45299665,96.55340576,3075300,22,1,34,8,2000
8/23/2000,96.27227441,97.21612024,95.93088336,96.93497467,5483200,23,2,34,8,2000
8/24/2000,97.13572833,97.35662827,96.71401026,97.23613739,4529000,24,3,34,8,2000
8/25/2000,97.13579944,97.43702685,96.99522665,97.19604492,2822200,25,4,34,8,2000
8/28/2000,97.1960622,98.26039925,97.1960622,97.52741241,5518700,28,0,35,8,2000
8/29/2000,97.31652909,97.59767466,96.97513805,97.54747009,3561900,29,1,35,8,2000
8/30/2000,97.23619931,97.35669027,96.61366272,96.61366272,3964800,30,2,35,8,2000
8/31/2000,97.07554802,98.38086672,96.97513889,97.89890289,4863100,31,3,35,8,2000
9/1/2000,98.48127719,98.70217728,97.67800413,97.99931335,3191200,1,4,35,9,2000
9/5/2000,97.59766489,97.80852404,96.91488287,97.21611023,3470800,5,1,36,9,2000
9/6/2000,97.15586527,97.64786996,96.09152859,96.11161041,4322200,6,2,36,9,2000
9/7/2000,96.55341997,97.08558837,96.28231532,96.93497467,4265500,7,3,36,9,2000
9/8/2000,96.57352054,96.71409335,95.96102473,96.27229309,3518200,8,4,36,9,2000
9/11/2000,96.23211537,97.15587942,95.54933325,96.13170624,3937500,11,0,37,9,2000
9/12/2000,96.23212909,96.55343837,95.38869224,95.4288559,4769100,12,1,37,9,2000
9/13/2000,95.10751575,95.97103416,94.88661569,95.67984772,7691600,13,2,37,9,2000
9/14/2000,96.31244843,96.35261209,95.20794787,96.16183472,3397100,14,3,37,9,2000
9/15/2000,95.46725805,95.50752261,94.05799866,94.05799866,4085700,15,4,37,9,2000
9/18/2000,94.29954311,94.6820562,92.90035049,93.19226837,5109300,18,0,38,9,2000
9/19/2000,93.49428563,94.25931208,93.22249991,94.03785706,6588200,19,1,38,9,2000
9/20/2000,93.85663456,94.07808951,92.22592083,93.34326172,6508100,20,2,38,9,2000
9/21/2000,93.0715051,93.77613471,91.88370091,91.92396545,5972300,21,3,38,9,2000
9/22/2000,91.88368944,93.61506483,91.75282967,93.59493256,7791300,22,4,38,9,2000
9/25/2000,94.01774613,94.09827525,92.58835427,92.93060303,9726300,25,0,39,9,2000
9/26/2000,93.01110826,93.41375375,91.74277496,91.74277496,5302400,26,1,39,9,2000
9/27/2000,92.48768703,92.74940665,91.56160222,92.22596741,7186200,27,2,39,9,2000
9/28/2000,92.24608536,94.26937902,92.05482874,93.41375732,7036400,28,3,39,9,2000
9/29/2000,93.7157122,94.0378285,92.52790833,92.52790833,9333600,29,4,39,9,2000
10/2/2000,92.95069793,93.35334336,92.21587002,92.66884613,5517800,2,0,40,10,2000
10/3/2000,93.11176706,93.89692574,91.66224333,91.80316925,9347200,3,1,40,10,2000
10/4/2000,92.04474484,92.93056478,91.31998307,92.5681839,6148900,4,2,40,10,2000
10/5/2000,92.38704329,93.31312827,92.32664644,92.89035034,4566900,5,3,40,10,2000
10/6/2000,92.68899523,93.18223597,90.03153489,90.87709045,10014900,6,4,40,10,2000
10/9/2000,91.03812892,91.03812892,89.78992813,90.19257355,4508000,9,0,41,10,2000
10/10/2000,90.25302081,90.99791525,88.70283508,88.70283508,6104700,10,1,41,10,2000
10/11/2000,88.66251518,89.3067478,87.05193361,87.95788574,10346000,11,2,41,10,2000
10/12/2000,88.44104979,88.64237246,85.54200331,85.76345825,12336900,12,3,41,10,2000
10/13/2000,85.64273641,88.68271131,85.60247184,88.62231445,11778800,13,4,41,10,2000
10/16/2000,88.52158798,89.05509312,88.05854579,89.02489471,5659000,16,0,42,10,2000
10/17/2000,89.18597205,89.26650115,86.58890876,86.81036377,7831700,17,1,42,10,2000
10/18/2000,85.44136493,87.69617946,83.85091539,86.4882431,10897300,18,2,42,10,2000
10/19/2000,88.15922239,89.84026716,87.89750284,89.74967194,8767300,19,3,42,10,2000
10/20/2000,89.14566778,90.95757159,89.14566778,90.13214874,7373500,20,4,42,10,2000
10/23/2000,90.1523454,90.85697517,89.50811247,90.5348587,5290000,23,0,43,10,2000
10/24/2000,90.81669013,91.44079064,89.54835684,89.93087006,5750700,24,1,43,10,2000
10/25/2000,89.38731911,89.91075837,87.69620767,87.81700134,9137600,25,2,43,10,2000
10/26/2000,88.34042271,88.68267139,86.34732749,88.05857086,9345800,26,3,43,10,2000
10/27/2000,88.82360836,89.72956085,88.01831726,89.72956085,9762900,27,4,43,10,2000
10/30/2000,89.18599601,90.89723973,89.0048055,90.5348587,10154100,30,0,44,10,2000
10/31/2000,90.84692182,92.56823191,90.23288722,92.09512329,7752400,31,1,44,10,2000
11/1/2000,91.64209413,92.28632678,90.97772921,91.78302002,6753600,1,2,44,11,2000
11/2/2000,92.2259466,92.70912117,91.81323498,91.93402863,11395100,2,3,44,11,2000
11/3/2000,92.42725444,92.60844487,91.72262496,91.98434448,5187100,3,4,44,11,2000
11/6/2000,92.22593277,92.96076066,92.14540369,92.62857819,4042500,6,0,45,11,2000
11/7/2000,92.21589533,92.76953295,91.8434482,92.60847473,5231300,7,1,45,11,2000
11/8/2000,92.80978451,92.80978451,90.55496979,90.55496979,6123300,8,2,45,11,2000
11/9/2000,90.19258288,90.97774152,88.42094286,90.21271515,10635300,9,3,45,11,2000
11/10/2000,89.54837128,89.85035545,87.95792134,88.01831818,8569500,10,4,45,11,2000
11/13/2000,87.37406582,88.2498197,85.693021,87.33380127,17285300,13,0,46,11,2000
11/14/2000,88.56188038,89.9510074,88.25989625,89.62889099,7668900,14,1,46,11,2000
11/15/2000,89.58859689,90.2630279,88.7430416,89.9107132,8837700,15,2,46,11,2000
11/16/2000,89.27657268,90.11206209,88.46121555,88.5014801,6684100,16,3,46,11,2000
11/17/2000,88.4612483,89.54839155,87.45463419,88.02840424,6551100,17,4,46,11,2000
11/20/2000,87.45462386,87.85726946,86.52853898,86.77012634,5458500,20,0,47,11,2000
11/21/2000,86.89091911,87.73647486,86.01516494,87.21303558,7684300,21,1,47,11,2000
11/22/2000,86.548628,86.89087659,85.11923684,85.12930298,5736900,22,2,47,11,2000
11/24/2000,86.08562965,86.95131769,86.08562965,86.87078857,3411600,24,4,47,11,2000
11/27/2000,87.91767807,88.05860405,87.17278361,87.63582611,5992000,27,0,48,11,2000
11/28/2000,87.05196979,87.99818686,86.09568659,86.12588501,5336100,28,1,48,11,2000
11/29/2000,86.56881989,87.55530179,85.85412382,85.96485138,6914100,29,2,48,11,2000
11/30/2000,85.36084322,86.005076,83.58920308,85.2199173,11201600,30,3,48,11,2000
12/1/2000,85.80378057,86.36748444,84.39452092,85.17967987,7587200,1,4,48,12,2000
12/4/2000,84.95819446,86.24665997,84.71660718,85.90441132,6996600,4,0,49,12,2000
12/5/2000,86.89089399,89.06517956,86.58890988,88.72293091,8883400,5,1,49,12,2000
12/6/2000,88.7632405,89.12562161,86.9915995,87.3036499,12888000,6,2,49,12,2000
12/7/2000,86.89092526,87.53515826,86.1057663,86.1057663,6529100,7,3,49,12,2000
12/8/2000,88.30017882,89.85036436,86.24668629,86.30708313,10276300,8,4,49,12,2000
12/11/2000,88.50145666,89.91071552,88.078679,89.30674744,6405600,11,0,50,12,2000
12/12/2000,89.0249091,89.42755455,88.50147002,88.92424774,5022900,12,1,50,12,2000
12/13/2000,89.70942215,89.81008353,87.63579771,87.70626068,6070500,13,2,50,12,2000
12/14/2000,87.53512987,87.93777536,86.34732567,86.58891296,7678400,14,3,50,12,2000
12/15/2000,86.0265435,86.0265435,84.37063351,84.63315582,9065300,15,4,50,12,2000
12/18/2000,85.33994831,86.24867942,85.14810507,85.76402283,7235400,18,0,51,12,2000
